,id,url,name,season,number,type,airdate,airtime,airstamp,runtime,summary,show.id,show.url,show.name,show.type,show.language,show.status,show.runtime,show.averageRuntime,show.premiered,show.ended,show.officialSite,show.schedule.time,show.rating.average,show.weight,show.network,show.webChannel.id,show.webChannel.name,show.webChannel.country.name,show.webChannel.country.code,show.webChannel.country.timezone,show.webChannel.officialSite,show.dvdCountry,show.externals.tvrage,show.externals.thetvdb,show.externals.imdb,show.image.medium,show.image.original,show.summary,show.updated,show._links.self.href,show._links.previousepisode.href,show.network.id,show.network.name,show.network.country.name,show.network.country.code,show.network.country.timezone,show.network.officialSite,show._links.nextepisode.href,show.webChannel,show.image,show.webChannel.country,show.dvdCountry.name,show.dvdCountry.code,show.dvdCountry.timezone,self.href,medium,original,average,show.country,Action,Adult,Adventure,Anime,Children,Comedy,Crime,DIY,Drama,Family,Fantasy,Food,History,Horror,Legal,Medical,Music,Mystery,Nature,Romance,Science-Fiction,Sports,Supernatural,Thriller,Travel,War,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
768,2379927,https://www.tvmaze.com/episodes/2379927/du-bu-xiao-yao-1x50-episode-50,Episode 50,1,50.0,regular,2020-12-08,,2020-12-08T12:00:00+00:00,12.0,,63719,https://www.tvmaze.com/shows/63719/du-bu-xiao-yao,Du bu xiao yao,Animation,Chinese,Running,12.0,12.0,2020-06-18,,,,,1,,21.0,YouTube,,,,https://www.youtube.com,,,392238.0,,https://static.tvmaze.com/uploads/images/medium_portrait/419/1049676.jpg,https://static.tvmaze.com/uploads/images/original_untouched/419/1049676.jpg,"<p>The universe is vast, producing countless types of life forms. These life forms form all kinds of souls. All races and spirits have different races and different beliefs, but the same is the extravagant hope for Taoism. Any living beings are dusted with Dao heart, they are not willing to do this, they become powerful and even live forever by enlightening Dao through practice. The Avenue of Heaven and Earth is like luck, where the able live. The road to the great road is the road to struggle for the road, which has caused the struggle of all races and souls. An era can only support a few people to gain the Tao. Those who have attained the Tao think that standing on the top of the world, they can be free in the future. But I found that even Dao. It's also hard to escape bad luck. There is a ruler above them, harvesting one era after another, and the cultivators of the world want to maintain their ambitions. Ten thousand races and all spirits are just nourished by these rulers. These masters harvest the Taoists, harvest the spirituality of each world, and destroy one by one. The Taoists in the past were unwilling to be reaped and resisted constantly, but failed every time. Until… the protagonist Ye Yu appeared, he peeled away one time and one secret. As he unfolded an epic picture scroll, in this magnificent world, he continued to grow, experience love and friendship, cleanse the dusted Taoist heart, and finally confront the master who harvests all races.</p>",1661434868,https://api.tvmaze.com/shows/63719,https://api.tvmaze.com/episodes/2380114,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/2379927,,,,multi_countries,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
769,2287786,https://www.tvmaze.com/episodes/2287786/kono-koi-atatamemasu-ka-1x08-final-chapter-i-want-to-be-with-you,Final Chapter-I want to be with you !!,1,8.0,regular,2020-12-08,22:00,2020-12-08T13:00:00+00:00,57.0,"<p>As she and Makoto begin dating, Kiki feels a bit shy at first but enjoys spending time with him. One day they run into Takumi and Riho while out on a date. Kiki feels awkward around Takumi but does her best to make conversation. Meanwhile, at work, she's suddenly told that she's being removed from the confectionary development team.</p>",60785,https://www.tvmaze.com/shows/60785/kono-koi-atatamemasu-ka,Kono Koi Atatamemasu ka,Scripted,Japanese,Ended,57.0,59.0,2020-10-20,2020-12-22,https://www.tbs.co.jp/koiata_tbs/,22:00,,8,,,,,,,,,,389693.0,tt13340300,https://static.tvmaze.com/uploads/images/medium_portrait/398/995568.jpg,https://static.tvmaze.com/uploads/images/original_untouched/398/995568.jpg,"<p>Kiki Inoue works part-time at a convenience store, spending the better part of her day lazing about or reviewing sweets on her social media account. One day at work, she is introduced to the chain's CEO, Takumi Asaba, who, as it turns out, is familiar with Inoue's online reviews. Asaba asks Inoue to develop new desserts to sell chain-wide. As CEO, Asaba is tasked with turning around the chain's fortunes, as it is now ranked the lowest among its competitors. Close collaboration leads Inoue and Asaba to become sweet on each other.</p>",1650215851,https://api.tvmaze.com/shows/60785,https://api.tvmaze.com/episodes/2287788,159.0,TBS,Japan,JP,Asia/Tokyo,,,,,,,,,https://api.tvmaze.com/episodes/2287786,https://static.tvmaze.com/uploads/images/medium_landscape/404/1012047.jpg,https://static.tvmaze.com/uploads/images/original_untouched/404/1012047.jpg,,Japan,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
770,1976870,https://www.tvmaze.com/episodes/1976870/nfl-films-presents-2020-12-08-then-and-now,Then and Now,2020,14.0,regular,2020-12-08,08:30,2020-12-08T13:30:00+00:00,30.0,,6441,https://www.tvmaze.com/shows/6441/nfl-films-presents,NFL Films Presents,Sports,English,Running,30.0,30.0,1999-08-23,,http://www.nfl.com/videos/nfl-films-presents,08:30,,34,,30.0,Naver TVCast,"Korea, Republic of",KR,Asia/Seoul,https://tv.naver.com/,,,274175.0,tt0211159,https://static.tvmaze.com/uploads/images/medium_portrait/406/1016520.jpg,https://static.tvmaze.com/uploads/images/original_untouched/406/1016520.jpg,"<p><b>NFL Films Presents</b> is devoted to producing commercials, television programs, feature films, and documentaries on the National Football League, as well as other unrelated major events and awards shows. It is currently owned by the NFL and produces most of its videotaped content except its live game coverage, which is handled separately by the individual networks.""</p>",1663425452,https://api.tvmaze.com/shows/6441,https://api.tvmaze.com/episodes/2395064,205.0,NFL Network,United States,US,America/New_York,,,,,,,,,https://api.tvmaze.com/episodes/1976870,,,,"Korea, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1991530,https://www.tvmaze.com/episodes/1991530/conversa-com-bial-4x147-antonio-fagundes,Antônio Fagundes,4,147.0,regular,2020-12-08,,2020-12-08T14:00:00+00:00,,,36813,https://www.tvmaze.com/shows/36813/conversa-com-bial,Conversa com Bial,Talk Show,Portuguese,Running,,40.0,2017-05-03,,https://globoplay.globo.com/conversa-com-bial/p/10086/,,,4,,131.0,Globoplay,Brazil,BR,America/Noronha,,,,326962.0,tt6853288,https://static.tvmaze.com/uploads/images/medium_portrait/156/390605.jpg,https://static.tvmaze.com/uploads/images/original_untouched/156/390605.jpg,,1648342248,https://api.tvmaze.com/shows/36813,https://api.tvmaze.com/episodes/2302125,374.0,TV Globo,Brazil,BR,America/Noronha,,,,,,,,,https://api.tvmaze.com/episodes/1991530,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,2311018,https://www.tvmaze.com/episodes/2311018/toki-wo-kakeru-bando-1x08-chahhanryo-yukishioritohko,CHAHHAN&RYO　YUKI&SHIORI&TOHKO,1,8.0,regular,2020-12-08,00:25,2020-12-08T15:25:00+00:00,26.0,"<p>After listening to the original song of 'No. 77', 'Yuki Ebana' was convinced that it was a song she sang for herself, and headed to the place where she used to live on the street, where she sang 'No. 77'. Discover the boy. The song 'No. 77' was made with the boy's singing in mind, Yuki.<br />Yuki tells her boy that their debut song is 'No. 77' made by the boy, and she takes the boy to meet her office president 'Yuichi Yanagishita'. The boy and Yanagishita will have a discussion together.<br />She returns and she tells the story to 'Ryo', 'Shiori Kato' and 'Hitoko Murakami'. Hitoko wonders if the boy is destined for Yuki. Ryo tells us that he wants to see you guys debut and play an active part as soon as possible, even if it's a human song.<br />However, the boy did not respond to Yanagishita's persuasion, and he refused to let him use his song. Ryo appeared to Yanagishita who was in trouble and said, 'Leave him to me.'</p>",61530,https://www.tvmaze.com/shows/61530/toki-wo-kakeru-bando,Toki wo Kakeru Bando,Scripted,Japanese,Ended,27.0,26.0,2020-10-20,2020-12-22,https://www.fujitv.co.jp/tokikake/,00:25,,1,,119.0,FOD,Japan,JP,Asia/Tokyo,,,,,,https://static.tvmaze.com/uploads/images/medium_portrait/403/1009836.jpg,https://static.tvmaze.com/uploads/images/original_untouched/403/1009836.jpg,"<p>A story about Ryo, a mysterious and self-proclaimed music producer from the future, producing a girl band of three girls and leading them to stardom. A comical and tempo conversational drama, and various trials to produce the youth of young people who play music with comedy touch.</p>",1649705311,https://api.tvmaze.com/shows/61530,https://api.tvmaze.com/episodes/2311020,1354.0,Fuji TV TWO,Japan,JP,Asia/Tokyo,,,,,,Japan,JP,Asia/Tokyo,https://api.tvmaze.com/episodes/2311018,https://static.tvmaze.com/uploads/images/medium_landscape/403/1009866.jpg,https://static.tvmaze.com/uploads/images/original_untouched/403/1009866.jpg,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,2165006,https://www.tvmaze.com/episodes/2165006/all-about-android-2020-12-08-google-killed-what-now,Google Killed What Now?,2020,49.0,regular,2020-12-08,,2020-12-08T17:00:00+00:00,90.0,,17633,https://www.tvmaze.com/shows/17633/all-about-android,All About Android,News,English,Running,,90.0,2011-03-29,,https://twit.tv/shows/all-about-android,,,31,,102.0,Twit,United States,US,America/New_York,,,,260436.0,tt3589312,https://static.tvmaze.com/uploads/images/medium_portrait/59/148354.jpg,https://static.tvmaze.com/uploads/images/original_untouched/59/148354.jpg,"<p><b>All About Android </b>delivers everything you want to know about Android each week -- the biggest news, freshest hardware, best apps and geekiest how-to's -- with Android enthusiasts Jason Howell, Florence Ion, Ron Richards, and a variety of special guests along the way.</p>",1662801673,https://api.tvmaze.com/shows/17633,https://api.tvmaze.com/episodes/2390568,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/2165006,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1967349,https://www.tvmaze.com/episodes/1967349/a-teacher-1x07-episode-7,Episode 7,1,7.0,regular,2020-12-08,,2020-12-08T17:00:00+00:00,30.0,"<p>Eric tries to move on, but fallout from the affair continues to resurface in unexpected ways.</p>",38339,https://www.tvmaze.com/shows/38339/a-teacher,A Teacher,Scripted,English,Ended,,27.0,2020-11-10,2020-12-29,https://www.hulu.com/series/a-teacher-1c871218-05b1-4c66-a22f-260b2cb9bbf9,,5.8,95,,2.0,Hulu,United States,US,America/New_York,https://www.hulu.com/,,,352440.0,tt10680614,https://static.tvmaze.com/uploads/images/medium_portrait/272/681431.jpg,https://static.tvmaze.com/uploads/images/original_untouched/272/681431.jpg,"<p><b>A Teacher</b> examines the complexities and consequences of an illegal relationship between a female teacher, Claire and her male high school student, Eric. Dissatisfied in their own lives, Claire and Eric discover an undeniable escape in each other, but their relationship accelerates faster than anticipated and the permanent damage becomes impossible to ignore.</p>",1637344861,https://api.tvmaze.com/shows/38339,https://api.tvmaze.com/episodes/1968004,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/1967349,https://static.tvmaze.com/uploads/images/medium_landscape/287/717675.jpg,https://static.tvmaze.com/uploads/images/original_untouched/287/717675.jpg,7.2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
775,1982592,https://www.tvmaze.com/episodes/1982592/tooning-out-the-news-1x109-big-news,"""Big News""",1,109.0,regular,2020-12-08,,2020-12-08T17:00:00+00:00,7.0,<p>Big News calls Rudy Giuliani to wish him a speedy recovery while Pulitzer-winning journalist Clarence Page joins the show to discuss the Covid crisis and Trump's post-presidency plans. </p>,45812,https://www.tvmaze.com/shows/45812/tooning-out-the-news,Tooning Out the News,Animation,English,Running,30.0,15.0,2020-04-07,,https://www.paramountplus.com/shows/tooning-out-the-news/,23:30,,87,,,,,,,,,,375994.0,tt12026652,https://static.tvmaze.com/uploads/images/medium_portrait/245/614061.jpg,https://static.tvmaze.com/uploads/images/original_untouched/245/614061.jpg,"<p><b>Tooning Out the News</b> will provide short daily segments leading up to a weekly full episodes featuring a cast of animated characters mocking news of the day, and interviewing real-world guests and newsmakers.</p>",1663366529,https://api.tvmaze.com/shows/45812,https://api.tvmaze.com/episodes/2215367,23.0,Comedy Central,United States,US,America/New_York,,https://api.tvmaze.com/episodes/2394769,,,,,,,https://api.tvmaze.com/episodes/1982592,,,,United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
776,1979394,https://www.tvmaze.com/episodes/1979394/i-was-a-teenage-felon-1x10-have-drugs-will-travel,"Have Drugs, Will Travel",1,10.0,regular,2020-12-08,,2020-12-08T17:00:00+00:00,60.0,"<p>At age 17, Seth was living a rock star life while supplying 15 colleges in 5 different states, with massive amounts of acid and weed until the US Marshalls set their sites on him.</p>",50661,https://www.tvmaze.com/shows/50661/i-was-a-teenage-felon,I Was a Teenage Felon,Documentary,English,Running,60.0,60.0,2020-09-22,,https://video.vice.com/en_us/show/i-was-a-teenage-felon,,,39,,,,,,,,,,385432.0,tt10951438,https://static.tvmaze.com/uploads/images/medium_portrait/371/929339.jpg,https://static.tvmaze.com/uploads/images/original_untouched/371/929339.jpg,<p>Former criminals tell the true tales of their rollercoaster ride from average American kids to wildly successful outlaws.</p>,1637762524,https://api.tvmaze.com/shows/50661,https://api.tvmaze.com/episodes/2207417,1006.0,Vice TV,United States,US,America/New_York,,,,,,,,,https://api.tvmaze.com/episodes/1979394,https://static.tvmaze.com/uploads/images/medium_landscape/359/897952.jpg,https://static.tvmaze.com/uploads/images/original_untouched/359/897952.jpg,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
777,2380806,https://www.tvmaze.com/episodes/2380806/dimension-20s-adventuring-party-3x03-the-yellow-mm-is-the-funniest-guy-alive,The Yellow M&M Is the Funniest Guy Alive,3,3.0,regular,2020-12-08,,2020-12-08T17:00:00+00:00,57.0,,63761,https://www.tvmaze.com/shows/63761/dimension-20s-adventuring-party,Dimension 20's Adventuring Party,Talk Show,English,Running,57.0,57.0,2020-04-08,,,,,1,,311.0,Dropout,United States,US,America/New_York,,,,391568.0,tt13280542,https://static.tvmaze.com/uploads/images/medium_portrait/420/1050072.jpg,https://static.tvmaze.com/uploads/images/original_untouched/420/1050072.jpg,"<p>Adventuring Party is a series of livestreamed talk-back episodes that aired after each new episode of A Crown of Candy. An additional episode was pre-recorded featuring the Pirates of Leviathan following the release of episode 4. Each Adventuring Party episode features the Dimension 20 cast as they talk about the events of the most recent episode, their experiences during that session, any unique challenges or situations they encountered, and answer as many fan questions as Brennan allows.</p><p><br /> </p>",1661532809,https://api.tvmaze.com/shows/63761,https://api.tvmaze.com/episodes/2380882,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/2380806,,,,United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
778,1960032,https://www.tvmaze.com/episodes/1960032/goede-tijden-slechte-tijden-31x58-aflevering-6313,Aflevering 6313,31,58.0,regular,2020-12-08,20:00,2020-12-08T19:00:00+00:00,23.0,,2504,https://www.tvmaze.com/shows/2504/goede-tijden-slechte-tijden,"Goede Tijden, Slechte Tijden",Scripted,Dutch,Running,23.0,25.0,1990-10-01,,http://gtst.nl/#!/,20:00,,79,,,,,,,,,19056.0,104271.0,tt0096597,https://static.tvmaze.com/uploads/images/medium_portrait/332/830481.jpg,https://static.tvmaze.com/uploads/images/original_untouched/332/830481.jpg,,1663249451,https://api.tvmaze.com/shows/2504,https://api.tvmaze.com/episodes/2379710,112.0,RTL4,Netherlands,NL,Europe/Amsterdam,,https://api.tvmaze.com/episodes/2379711,,,,,,,https://api.tvmaze.com/episodes/1960032,https://static.tvmaze.com/uploads/images/medium_landscape/286/716333.jpg,https://static.tvmaze.com/uploads/images/original_untouched/286/716333.jpg,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
779,1976931,https://www.tvmaze.com/episodes/1976931/cheyenne-et-lola-1x05-a-la-vie-a-la-mort,À la vie à la mort,1,5.0,regular,2020-12-08,20:40,2020-12-08T19:40:00+00:00,50.0,"<p>Le mari de Cheyenne, Joël Barden, s'est évadé de prison. Il refuse de partir en cavale sans elle avec la BRB aux trousses.</p>",50106,https://www.tvmaze.com/shows/50106/cheyenne-et-lola,Cheyenne et Lola,Scripted,French,Running,50.0,50.0,2020-11-24,,https://go.ocs.fr/details/serie/PSCHEYENNEEW0168259,20:40,,75,,,,,,,,,,281345.0,tt10094402,https://static.tvmaze.com/uploads/images/medium_portrait/285/713798.jpg,https://static.tvmaze.com/uploads/images/original_untouched/285/713798.jpg,"<p>Cheyenne has been out of jail for six months now, working as a cleaner on the ferries whilst dreaming about traveling to the Amazon. Lola is a beautiful Parisian woman, selfish and ruthless, who has just arrived in the north of France to move in with her lover. But when Cheyenne witnesses Lola killing her lover's wife, she knows she's going to be accused of the crime because of her criminal past.</p>",1644650582,https://api.tvmaze.com/shows/50106,https://api.tvmaze.com/episodes/1976934,432.0,OCS Max,France,FR,Europe/Paris,,,,,,,,,https://api.tvmaze.com/episodes/1976931,https://static.tvmaze.com/uploads/images/medium_landscape/289/724605.jpg,https://static.tvmaze.com/uploads/images/original_untouched/289/724605.jpg,,France,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
780,1976932,https://www.tvmaze.com/episodes/1976932/cheyenne-et-lola-1x06-dancing-queen,Dancing Queen,1,6.0,regular,2020-12-08,20:40,2020-12-08T19:40:00+00:00,50.0,"<p>Menacée par Lola qui lui en veut d'avoir trahi Cheyenne, Rachida sort un atout de dernière minute de sa manche.</p>",50106,https://www.tvmaze.com/shows/50106/cheyenne-et-lola,Cheyenne et Lola,Scripted,French,Running,50.0,50.0,2020-11-24,,https://go.ocs.fr/details/serie/PSCHEYENNEEW0168259,20:40,,75,,,,,,,,,,281345.0,tt10094402,https://static.tvmaze.com/uploads/images/medium_portrait/285/713798.jpg,https://static.tvmaze.com/uploads/images/original_untouched/285/713798.jpg,"<p>Cheyenne has been out of jail for six months now, working as a cleaner on the ferries whilst dreaming about traveling to the Amazon. Lola is a beautiful Parisian woman, selfish and ruthless, who has just arrived in the north of France to move in with her lover. But when Cheyenne witnesses Lola killing her lover's wife, she knows she's going to be accused of the crime because of her criminal past.</p>",1644650582,https://api.tvmaze.com/shows/50106,https://api.tvmaze.com/episodes/1976934,432.0,OCS Max,France,FR,Europe/Paris,,,,,,,,,https://api.tvmaze.com/episodes/1976932,https://static.tvmaze.com/uploads/images/medium_landscape/289/724606.jpg,https://static.tvmaze.com/uploads/images/original_untouched/289/724606.jpg,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
781,1983437,https://www.tvmaze.com/episodes/1983437/chicken-girls-7x14-regionals,Regionals,7,14.0,regular,2020-12-08,15:00,2020-12-08T20:00:00+00:00,16.0,<p>Tempers flare as the A Team and Millwood face off at Regionals and the boys have an eye-opening camping trip that has everyone choosing sides. </p>,32087,https://www.tvmaze.com/shows/32087/chicken-girls,Chicken Girls,Scripted,English,Running,,14.0,2017-09-05,,https://www.youtube.com/playlist?list=PLVewHiZp3_LPhqzbcZFmS3iuDm9HymTsy,15:00,5.6,67,,274.0,Brat,United States,US,America/New_York,,,,339854.0,,https://static.tvmaze.com/uploads/images/medium_portrait/355/888874.jpg,https://static.tvmaze.com/uploads/images/original_untouched/355/888874.jpg,"<p>Rhyme and her friends — known by their 'ship name, ""The Chicken Girls"" — have been dancing together forever. But this year, everything's changing...</p>",1663625224,https://api.tvmaze.com/shows/32087,https://api.tvmaze.com/episodes/2270191,,,,,,,https://api.tvmaze.com/episodes/2396437,,,,,,,https://api.tvmaze.com/episodes/1983437,https://static.tvmaze.com/uploads/images/medium_landscape/369/923710.jpg,https://static.tvmaze.com/uploads/images/original_untouched/369/923710.jpg,,United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
782,2179612,https://www.tvmaze.com/episodes/2179612/kontakty-1x29-kontakty-v-telefone-nikolaa-soboleva-klava-koka-eldar-dzarahov-andrej-malahov-edvard-bil,"КОНТАКТЫ в телефоне Николая Соболева: Клава Кока, Эльдар Джарахов, Андрей Малахов, Эдвард Бил",1,29.0,regular,2020-12-09,12:00,2020-12-09T00:00:00+00:00,46.0,,49630,https://www.tvmaze.com/shows/49630/kontakty,Контакты,Game Show,Russian,Running,30.0,42.0,2019-04-03,,https://www.youtube.com/playlist?list=PLZ1FUdedsrSJubWkFFh5vKHzawzQk1mYI,,,21,,21.0,YouTube,,,,https://www.youtube.com,,,,,https://static.tvmaze.com/uploads/images/medium_portrait/315/789854.jpg,https://static.tvmaze.com/uploads/images/original_untouched/315/789854.jpg,,1662631716,https://api.tvmaze.com/shows/49630,https://api.tvmaze.com/episodes/2389040,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/2179612,https://static.tvmaze.com/uploads/images/medium_landscape/360/901422.jpg,https://static.tvmaze.com/uploads/images/original_untouched/360/901422.jpg,,multi_countries,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0
783,1986871,https://www.tvmaze.com/episodes/1986871/kotiki-1x08-seria-8,Серия 8,1,8.0,regular,2020-12-09,,2020-12-09T00:00:00+00:00,13.0,,52198,https://www.tvmaze.com/shows/52198/kotiki,Котики,Scripted,Russian,Ended,12.0,12.0,2020-11-30,2020-12-11,http://epic-media.ru/project/kotiki,10:00,,12,,510.0,Epic Media,Russian Federation,RU,Asia/Kamchatka,,,,392682.0,,https://static.tvmaze.com/uploads/images/medium_portrait/355/888089.jpg,https://static.tvmaze.com/uploads/images/original_untouched/355/888089.jpg,,1637555191,https://api.tvmaze.com/shows/52198,https://api.tvmaze.com/episodes/1986873,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/1986871,,,,Russian Federation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
784,1983257,https://www.tvmaze.com/episodes/1983257/mertvye-dusi-1x01-seria-1,Серия 1,1,1.0,regular,2020-12-09,,2020-12-09T00:00:00+00:00,43.0,,52316,https://www.tvmaze.com/shows/52316/mertvye-dusi,Мёртвые души,Scripted,Russian,Ended,43.0,43.0,2020-12-09,2020-12-16,https://www.ivi.ru/watch/mertvyie-dushi-2020,,,22,,337.0,ivi,Russian Federation,RU,Asia/Kamchatka,https://www.ivi.ru/,,,393060.0,,https://static.tvmaze.com/uploads/images/medium_portrait/287/719749.jpg,https://static.tvmaze.com/uploads/images/original_untouched/287/719749.jpg,"<p>A modern adaptation of the classic novel-poem by Nikolai Gogol. The action takes place in our days. Chichikov, an enterprising and not without charm official from Moscow, this time does not buy up dead souls from small-minded provincials, but sells them places in the cemetery next to celebrities. He arrives in the County town of N and quickly makes"" big and small "" connections there. These bright acquaintances will benefit him and open up new opportunities for personal gain.</p>",1608253013,https://api.tvmaze.com/shows/52316,https://api.tvmaze.com/episodes/1983260,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/1983257,https://static.tvmaze.com/uploads/images/medium_landscape/287/719751.jpg,https://static.tvmaze.com/uploads/images/original_untouched/287/719751.jpg,,Russian Federation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
785,1983258,https://www.tvmaze.com/episodes/1983258/mertvye-dusi-1x02-seria-2,Серия 2,1,2.0,regular,2020-12-09,,2020-12-09T00:00:00+00:00,43.0,,52316,https://www.tvmaze.com/shows/52316/mertvye-dusi,Мёртвые души,Scripted,Russian,Ended,43.0,43.0,2020-12-09,2020-12-16,https://www.ivi.ru/watch/mertvyie-dushi-2020,,,22,,337.0,ivi,Russian Federation,RU,Asia/Kamchatka,https://www.ivi.ru/,,,393060.0,,https://static.tvmaze.com/uploads/images/medium_portrait/287/719749.jpg,https://static.tvmaze.com/uploads/images/original_untouched/287/719749.jpg,"<p>A modern adaptation of the classic novel-poem by Nikolai Gogol. The action takes place in our days. Chichikov, an enterprising and not without charm official from Moscow, this time does not buy up dead souls from small-minded provincials, but sells them places in the cemetery next to celebrities. He arrives in the County town of N and quickly makes"" big and small "" connections there. These bright acquaintances will benefit him and open up new opportunities for personal gain.</p>",1608253013,https://api.tvmaze.com/shows/52316,https://api.tvmaze.com/episodes/1983260,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/1983258,https://static.tvmaze.com/uploads/images/medium_landscape/287/719752.jpg,https://static.tvmaze.com/uploads/images/original_untouched/287/719752.jpg,,Russian Federation,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
786,1971569,https://www.tvmaze.com/episodes/1971569/mermaid-prince-2x09-episode-9,Episode 9,2,9.0,regular,2020-12-09,11:00,2020-12-09T02:00:00+00:00,15.0,,47207,https://www.tvmaze.com/shows/47207/mermaid-prince,Mermaid Prince,Scripted,Korean,Ended,15.0,15.0,2020-04-14,2020-12-10,,11:00,,34,,380.0,Seezn,"Korea, Republic of",KR,Asia/Seoul,https://www.seezntv.com/,,,380686.0,,https://static.tvmaze.com/uploads/images/medium_portrait/283/709704.jpg,https://static.tvmaze.com/uploads/images/original_untouched/283/709704.jpg,"<p><b>Mermaid Prince</b> is about Hye Ri, who embarks on a graduation trip to Gangwon Province and meets Woo Hyuk, a mysterious guy who runs a guest house.</p>",1610205155,https://api.tvmaze.com/shows/47207,https://api.tvmaze.com/episodes/1971570,,,,,,,,,,,,,,https://api.tvmaze.com/episodes/1971569,,,,"Korea, Republic of",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
